id,name,dept,role,salary,age
02684,Agent,INDUS,Agent,0,35
02690,Agent,GA,Agent,0,35
02692,Agent,INDUS,Agent,0,35
02695,Agent,FOE,Agent,0,35
02702,Agent,INDUS,Agent,0,35
02704,Agent,INDUS,Agent,0,35
02705,Agent,INDUS,Agent,0,35
02707,Agent,FOE,Agent,0,35
02709,Agent,FOE,Agent,0,35
02722,Agent,INDUS,Agent,0,35
02736,Agent,FOE,Agent,0,35
02743,Agent,INDUS,Agent,0,35
02744,Agent,INDUS,Agent,0,35
20001,Agent,FOE,Agent,0,35
20021,Agent,FOE,Agent,0,35
20027,Agent,FOE,Agent,0,35
20028,Agent,FOE,Agent,0,35
02869,Agent,FOE,Agent,0,35
02870,Agent,FOE,Agent,0,35
02872,Agent,INDUS,Agent,0,35
02876,Agent,INDUS,Agent,0,35
02891,Agent,INDUS,Agent,0,35
02894,Agent,FOE,Agent,0,35
02895,Agent,INDUS,Agent,0,35
02896,Agent,INDUS,Agent,0,35
02897,Agent,FOE,Agent,0,35
02905,Agent,INDUS,Agent,0,35
02914,Agent,INDUS,Agent,0,35
02924,Agent,FOE,Agent,0,35
02945,Agent,FOE,Field Force Manager,0,35
02946,Agent,FOE,Visiteur Médical,0,35
02947,Agent,FOE,Visiteur Médical,0,35
02948,Agent,FOE,Agent,0,35
02949,Agent,FOE,Visiteur Médical,0,35
02950,Agent,FOE,Agent,0,35
02951,Agent,FOE,Visiteur Médical,0,35
20048,Agent,FOE,Agent,0,35
03041,Agent,Direction de Logistique,DATA ENGINEER,0,35
03067,Agent,Direction Industrielle,Opérateur de Production,0,35
00000,Agent,NC,Agent,0,35
NB INDUS RESIGNATIONS/DISMISSALSS 2025,Agent,NC,Agent,0,35
INDUS,Agent,NC,Agent,0,35
01121,Agent,Direction Industrielle,Opérateur de Production,0,35
02042,Agent,Direction Industrielle,Agent de Sécurité,0,35
02496,Agent,Direction Industrielle,Agent de Sécurité,0,35
02629,Agent,Direction Management Qualité,Analyste Contrôle Qualité,0,35
02675,Agent,Direction Industrielle,Agent de Sécurité,0,35
02953,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02954,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02955,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02956,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02957,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
02958,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02959,Agent,Direction Management Qualité,Spécialiste Assurance Qualité,0,35
02961,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02968,Agent,Direction Contrôle de Gestion,Data Scientist,0,35
02969,Agent,Direction National Sales and Marketing,Chef de Produit,0,35
02971,Agent,Direction Contrôle de Gestion,BI Specialist,0,35
02975,Agent,Direction National Sales and Marketing,Spécialiste des grands comptes,0,35
02976,Agent,Direction des Systèmes d'Information,BI & DATAWAREHOUSE MANAGER,0,35
02979,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02985,Agent,Direction Industrielle,Opérateur de Production,0,35
02986,Agent,Direction National Sales and Marketing,Visiteur Commercial,0,35
02990,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02991,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02992,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02993,Agent,Direction National Sales and Marketing,Visiteur Commercial,0,35
02994,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
02995,Agent,Direction National Sales and Marketing,Chef de Produit,0,35
02996,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03004,Agent,Direction Management Qualité,PHARMACIEN CHARGE CONTROLE QUALITE,0,35
03006,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03020,Agent,Direction Industrielle,Pharmacien Production,0,35
03022,Agent,Direction National Sales and Marketing,CHC PRODUCT & DIGITAL MANAGER,0,35
03023,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03028,Agent,Direction Industrielle,Agent de Sécurité,0,35
03029,Agent,Direction Industrielle,Agent de Sécurité,0,35
03030,Agent,Direction Industrielle,Agent de Sécurité,0,35
03034,Agent,Direction Industrielle,Data Scientist,0,35
03037,Agent,Direction Industrielle,Agent de Sécurité,0,35
03039,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03043,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
03044,Agent,Direction Industrielle,Opérateur de Production,0,35
03046,Agent,Direction Management Qualité,Spécialiste Assurance Qualité,0,35
03048,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03050,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
03051,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03052,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03053,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
03055,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03056,Agent,Direction des Ressources Humaines,LEARNING & DEVELOPMENT SPECIALIST,0,35
03058,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
03066,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
03068,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
03069,Agent,Direction Industrielle,Opérateur de Production,0,35
03070,Agent,Direction de Développement,Spécialiste en Technologie Pharmaceutique,0,35
03073,Agent,Direction National Sales and Marketing,Visiteur Commercial,0,35
03074,Agent,Direction National Sales and Marketing,Visiteur Commercial,0,35
03076,Agent,Direction National Sales and Marketing,Visiteur Commercial,0,35
03079,Agent,Direction de Logistique,DATA ENGINEER,0,35
20055,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
20056,Agent,Direction National Sales and Marketing,Délégué Médical,0,35
02970,Agent,Direction de Développement,Analyste Developpement,0,35
20057,Agent,Direction National Sales and Marketing,Visiteur Médical,0,35
