,,04/05/2026 17:01,,,,,,,,,,,,,,,,,,,,,,,,,,,
02394,,66.38,66.11,84.51,0,0.0,1.46,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,4.28,9,0,4.50
02402,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02419,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02422,,82.15,78.4,78.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02428,,71.59,69.53,80.53,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0.00
02447,,75.52,71.52,80.52,0,0.0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.28,0.00
02452,,57.59,54.29,80.58,0,0.0,0,0,0,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02455,,75.25,71.53,80.53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02459,,0,0,81,0,0.0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02467,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02470,,71.47,71.24,84.54,0,0.0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,9,0,0.00
02474,,73.45,70.44,80.57,0,0.0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,9,0,0.00
02481,,70.47,70.17,80.15,0.26,0.0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,9,0,0.00
02487,,47.21,43.32,70.32,0,0.0,0,0.09,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.09,0.00
02495,,70.43,67.11,80.38,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4.50
02496,,79.35,76.35,84.35,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.00
02517,,74.27,71.27,80.27,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02521,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02522,,38.17,35.14,80.14,0.46,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02525,,21.01,20.01,65.01,15.59,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02528,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02530,,73.59,71.48,80.48,0,0.0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.42,0.00
02536,,24.53,23.23,68.23,12.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02551,,84.51,80.21,80.59,0.01,0.0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.00
02555,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02564,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02565,,37.24,34.49,79.49,1.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02596,,0,0,81,0,0.0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02601,,0,0,81,0,0.0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02614,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02619,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02646,,75.53,71.53,80.53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02662,,74.07,70.07,82.26,0,0.0,0.25,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,1.26,9,0,0.00
02665,,75.47,71.47,71.47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02669,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02670,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02673,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02675,,76.53,70.47,78.47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.00
02679,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02683,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02687,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02691,,40.17,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02694,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0.00
02697,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02706,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02714,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02715,,75.55,71.55,80.55,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02730,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02731,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02732,,0,54,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18.00
02738,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02751,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02753,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02754,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02756,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02768,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02771,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02772,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02773,,0,0,81,0,0.0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02780,,66.26,62.56,81.47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,9,0,9.00
02795,,75.59,71.59,80.59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02802,,75.14,71.14,80.44,0,0.0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.59,9,0,0.00
02803,,29.43,27,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,45.00
02805,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02807,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02808,,37.57,35.57,80.57,0.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02810,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02816,,38.17,35.59,80.59,0.01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,45.00
02826,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02827,,75.44,71.44,81.32,0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,9,0,0.00
02828,,74.36,70.36,79.36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02829,,0,0,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02831,,75.53,71.53,80.53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02832,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02833,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02836,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02839,,53.59,51.29,80.09,0.38,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,18.00
02840,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02841,,66.3,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02842,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02845,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02847,,31.17,30.01,48.58,21.46,0.0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,9,0,9.00
02849,,73.27,69.27,80.27,0.32,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0.00
02850,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02851,,70.28,65.07,74.07,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02853,,73.34,71.43,80.43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02854,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02865,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02866,,75,71,81,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0.00
02867,,75.54,71.54,80.54,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.00
02873,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02887,,38.38,35.23,80.23,0.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02890,,0,0,81,0,0.0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
02900,,0,0,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,72.00
02902,,75.3,71.3,71.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02904,,37.51,35.51,80.51,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02906,,80.19,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02914,,8.59,8.59,17.59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02917,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02918,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02926,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02927,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02930,,73.54,69.54,80.52,0,5.5,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,9,0,0.00
02931,,37.59,35.59,80.59,0.01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02932,,37.56,35.56,80.56,0.04,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02934,,58.43,55.43,73.43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02935,,0,54,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18.00
02936,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02939,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02940,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02941,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02942,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02943,,0,54,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18.00
02944,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02945,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02946,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02947,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02949,,0,45,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27.00
02951,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0.00
02952,,0,54,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9.00
02953,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02954,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02955,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02956,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02957,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02958,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02961,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02968,,68.19,62.53,80.53,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02969,,48.25,44.1,80.1,0.5,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18.00
02975,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02976,,54.42,51.42,79.42,0.36,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,18.00
02979,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02985,,74.14,71.44,80.44,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.00
02986,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
02988,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02990,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02991,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02992,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
02993,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02994,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02995,,72.21,67,80.3,0,0.0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
02996,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03004,,75.21,71.21,80.21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03006,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03007,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
03020,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03022,,60.5,57.33,80.03,0,0.0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03023,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03026,,50.22,46.39,55.39,0,0.0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.31,0.00
03028,,80.36,71.55,79.55,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.00
03029,,74.38,71.59,79.59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.00
03030,,98.05,90.05,112.05,0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9.00
03032,,71.59,71.46,80.46,0,0.0,0,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.18,0.00
03033,,76,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03034,,0,0,81,0,0.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03036,,71.29,71.28,80.28,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.00
03037,,117.14,107.14,118.14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.00
03038,,14.04,13.3,22.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03039,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
03040,,38,36,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
20002,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20010,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20013,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20025,,0,63,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.00
20034,,0,0,81,0,0.0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
20036,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20039,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20042,,0,45,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27.00
20043,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20044,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20045,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20047,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20049,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20050,,0,36,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36.00
20051,,0,54,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18.00
20053,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20054,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
20055,,0,72,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.00
"Ce document pouvant comporter des données à caractère personnel, l'utilisateur s'engage à ce que sa diffusion, son utilisation et son archivage respectent les dispositions en vigueur concernant la protection des données.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
