EmployeeKey,DateKey,WorkedHours,WorkedDays,Salary,HeadcountFlag,TenureMonths,DepartmentKey,PositionKey,date_fk
158.0,20250201.0,180.0,0.0,0.0,1.0,37.0,3.0,13.0,
158.0,20230601.0,169.0,0.0,0.0,1.0,17.0,3.0,13.0,
158.0,20250401.0,189.0,0.0,0.0,1.0,39.0,3.0,13.0,
158.0,20221201.0,126.0,0.0,0.0,1.0,11.0,3.0,13.0,
158.0,20220301.0,207.0,0.0,0.0,1.0,1.0,3.0,13.0,
158.0,20221101.0,198.0,0.0,0.0,1.0,10.0,3.0,13.0,
158.0,20220201.0,180.0,0.0,0.0,1.0,1.0,3.0,13.0,
158.0,20240101.0,162.0,0.0,0.0,1.0,24.0,3.0,13.0,
158.0,20240501.0,171.0,0.0,0.0,1.0,28.0,3.0,13.0,
158.0,20220101.0,153.0,0.0,0.0,1.0,0.0,3.0,13.0,
158.0,20220901.0,180.0,0.0,0.0,1.0,8.0,3.0,13.0,
159.0,20250101.0,162.71,0.0,0.0,1.0,36.0,2.0,22.0,
159.0,20250101.0,115.28,0.0,0.0,1.0,36.0,2.0,22.0,
159.0,20231001.0,169.71,0.0,0.0,1.0,21.0,2.0,22.0,
159.0,20220101.0,166.7,0.0,0.0,1.0,0.0,2.0,22.0,
159.0,20230401.0,131.93,0.0,0.0,1.0,15.0,2.0,22.0,
159.0,20230301.0,158.36,0.0,0.0,1.0,14.0,2.0,22.0,
159.0,20250501.0,179.32,0.0,0.0,1.0,40.0,2.0,22.0,
159.0,20230101.0,180.87,0.0,0.0,1.0,12.0,2.0,22.0,
159.0,20240801.0,151.85,0.0,0.0,1.0,31.0,2.0,22.0,
159.0,20241101.0,203.36,0.0,0.0,1.0,34.0,2.0,22.0,
159.0,20220501.0,161.73,0.0,0.0,1.0,4.0,2.0,22.0,
159.0,20241001.0,170.66,0.0,0.0,1.0,33.0,2.0,22.0,
159.0,20240601.0,160.79,0.0,0.0,1.0,29.0,2.0,22.0,
159.0,20250301.0,116.04,0.0,0.0,1.0,38.0,2.0,22.0,
159.0,20230201.0,92.71,0.0,0.0,1.0,13.0,2.0,22.0,
159.0,20240201.0,167.48,0.0,0.0,1.0,25.0,2.0,22.0,
159.0,20230101.0,173.32,0.0,0.0,1.0,12.0,2.0,22.0,
159.0,20240301.0,134.01,0.0,0.0,1.0,26.0,2.0,22.0,
159.0,20220401.0,139.15,0.0,0.0,1.0,3.0,2.0,22.0,
159.0,20220601.0,172.75,0.0,0.0,1.0,5.0,2.0,22.0,
159.0,20241201.0,120.53,0.0,0.0,1.0,35.0,2.0,22.0,
159.0,20230801.0,117.5,0.0,0.0,1.0,19.0,2.0,22.0,
159.0,20240901.0,134.07,0.0,0.0,1.0,32.0,2.0,22.0,
159.0,20231201.0,194.91,0.0,0.0,1.0,23.0,2.0,22.0,
159.0,20221001.0,161.38,0.0,0.0,1.0,9.0,2.0,22.0,
159.0,20240101.0,197.79,0.0,0.0,1.0,24.0,2.0,22.0,
159.0,20230501.0,178.18,0.0,0.0,1.0,16.0,2.0,22.0,
159.0,20250601.0,170.86,0.0,0.0,1.0,41.0,2.0,22.0,
159.0,20230901.0,131.86,0.0,0.0,1.0,20.0,2.0,22.0,
159.0,20240401.0,117.68,0.0,0.0,1.0,27.0,2.0,22.0,
159.0,20231101.0,169.37,0.0,0.0,1.0,22.0,2.0,22.0,
159.0,20250201.0,142.47,0.0,0.0,1.0,37.0,2.0,22.0,
159.0,20230601.0,175.39,0.0,0.0,1.0,17.0,2.0,22.0,
159.0,20250401.0,166.99,0.0,0.0,1.0,39.0,2.0,22.0,
159.0,20221201.0,180.61,0.0,0.0,1.0,11.0,2.0,22.0,
159.0,20220301.0,164.51,0.0,0.0,1.0,1.0,2.0,22.0,
159.0,20221101.0,192.41,0.0,0.0,1.0,10.0,2.0,22.0,
159.0,20220201.0,158.96,0.0,0.0,1.0,1.0,2.0,22.0,
159.0,20240101.0,185.58,0.0,0.0,1.0,24.0,2.0,22.0,
159.0,20240501.0,119.19,0.0,0.0,1.0,28.0,2.0,22.0,
159.0,20220101.0,173.26,0.0,0.0,1.0,0.0,2.0,22.0,
159.0,20220901.0,193.01,0.0,0.0,1.0,8.0,2.0,22.0,
611.0,20220101.0,67.45,0.0,0.0,1.0,0.0,2.0,22.0,
492.0,20220101.0,160.45,0.0,0.0,1.0,0.0,1.0,2.0,
492.0,20230401.0,133.12,0.0,0.0,1.0,15.0,1.0,2.0,
492.0,20230301.0,182.16,0.0,0.0,1.0,14.0,1.0,2.0,
492.0,20230101.0,194.31,0.0,0.0,1.0,12.0,1.0,2.0,
492.0,20220501.0,183.17,0.0,0.0,1.0,4.0,1.0,2.0,
492.0,20230201.0,176.25,0.0,0.0,1.0,13.0,1.0,2.0,
492.0,20230101.0,167.25,0.0,0.0,1.0,12.0,1.0,2.0,
492.0,20220401.0,137.45,0.0,0.0,1.0,3.0,1.0,2.0,
492.0,20220601.0,197.04,0.0,0.0,1.0,5.0,1.0,2.0,
492.0,20230801.0,62.35,0.0,0.0,1.0,19.0,1.0,2.0,
492.0,20221001.0,189.41,0.0,0.0,1.0,9.0,1.0,2.0,
492.0,20230501.0,207.36,0.0,0.0,1.0,16.0,1.0,2.0,
492.0,20230901.0,0.0,0.0,0.0,1.0,20.0,1.0,2.0,
492.0,20230601.0,178.21,0.0,0.0,1.0,17.0,1.0,2.0,
492.0,20221201.0,187.83,0.0,0.0,1.0,11.0,1.0,2.0,
492.0,20220301.0,210.29,0.0,0.0,1.0,1.0,1.0,2.0,
492.0,20221101.0,207.67,0.0,0.0,1.0,10.0,1.0,2.0,
492.0,20220201.0,177.04,0.0,0.0,1.0,1.0,1.0,2.0,
492.0,20220101.0,138.77,0.0,0.0,1.0,0.0,1.0,2.0,
492.0,20220901.0,203.72,0.0,0.0,1.0,8.0,1.0,2.0,
160.0,20250101.0,181.43,0.0,0.0,1.0,36.0,1.0,3.0,
160.0,20250101.0,108.36,0.0,0.0,1.0,36.0,1.0,3.0,
160.0,20231001.0,196.89,0.0,0.0,1.0,21.0,1.0,3.0,
160.0,20220101.0,133.23,0.0,0.0,1.0,0.0,1.0,3.0,
160.0,20230401.0,128.25,0.0,0.0,1.0,15.0,1.0,3.0,
160.0,20230301.0,169.24,0.0,0.0,1.0,14.0,1.0,3.0,
160.0,20250501.0,197.06,0.0,0.0,1.0,40.0,1.0,3.0,
160.0,20230101.0,176.49,0.0,0.0,1.0,12.0,1.0,3.0,
160.0,20240801.0,71.19,0.0,0.0,1.0,31.0,1.0,3.0,
160.0,20241101.0,206.24,0.0,0.0,1.0,34.0,1.0,3.0,
160.0,20220501.0,177.03,0.0,0.0,1.0,4.0,1.0,3.0,
160.0,20241001.0,197.45,0.0,0.0,1.0,33.0,1.0,3.0,
160.0,20240601.0,182.05,0.0,0.0,1.0,29.0,1.0,3.0,
160.0,20250301.0,140.49,0.0,0.0,1.0,38.0,1.0,3.0,
160.0,20230201.0,152.06,0.0,0.0,1.0,13.0,1.0,3.0,
160.0,20240201.0,170.81,0.0,0.0,1.0,25.0,1.0,3.0,
160.0,20230101.0,172.79,0.0,0.0,1.0,12.0,1.0,3.0,
160.0,20240301.0,135.79,0.0,0.0,1.0,26.0,1.0,3.0,
160.0,20220401.0,105.04,0.0,0.0,1.0,3.0,1.0,3.0,
160.0,20220601.0,189.17,0.0,0.0,1.0,5.0,1.0,3.0,
160.0,20241201.0,112.63,0.0,0.0,1.0,35.0,1.0,3.0,
160.0,20230801.0,63.15,0.0,0.0,1.0,19.0,1.0,3.0,
160.0,20240901.0,199.33,0.0,0.0,1.0,32.0,1.0,3.0,
160.0,20231201.0,124.97,0.0,0.0,1.0,23.0,1.0,3.0,
160.0,20221001.0,157.85,0.0,0.0,1.0,9.0,1.0,3.0,
160.0,20240101.0,196.62,0.0,0.0,1.0,24.0,1.0,3.0,
160.0,20230501.0,169.65,0.0,0.0,1.0,16.0,1.0,3.0,
160.0,20250601.0,179.04,0.0,0.0,1.0,41.0,1.0,3.0,
160.0,20230901.0,179.5,0.0,0.0,1.0,20.0,1.0,3.0,
160.0,20240401.0,76.98,0.0,0.0,1.0,27.0,1.0,3.0,
160.0,20231101.0,190.27,0.0,0.0,1.0,22.0,1.0,3.0,
160.0,20250201.0,195.31,0.0,0.0,1.0,37.0,1.0,3.0,
160.0,20230601.0,159.88,0.0,0.0,1.0,17.0,1.0,3.0,
160.0,20250401.0,198.05,0.0,0.0,1.0,39.0,1.0,3.0,
160.0,20221201.0,127.93,0.0,0.0,1.0,11.0,1.0,3.0,
160.0,20220301.0,142.0,0.0,0.0,1.0,1.0,1.0,3.0,
160.0,20221101.0,178.16,0.0,0.0,1.0,10.0,1.0,3.0,
160.0,20220201.0,187.41,0.0,0.0,1.0,1.0,1.0,3.0,
160.0,20240101.0,187.63,0.0,0.0,1.0,24.0,1.0,3.0,
160.0,20240501.0,191.08,0.0,0.0,1.0,28.0,1.0,3.0,
160.0,20220101.0,135.05,0.0,0.0,1.0,0.0,1.0,3.0,
160.0,20220901.0,197.36,0.0,0.0,1.0,8.0,1.0,3.0,
416.0,20231001.0,188.48,0.0,0.0,1.0,21.0,1.0,22.0,
416.0,20220101.0,172.13,0.0,0.0,1.0,0.0,1.0,22.0,
416.0,20230401.0,137.81,0.0,0.0,1.0,15.0,1.0,22.0,
416.0,20230301.0,188.0,0.0,0.0,1.0,14.0,1.0,22.0,
416.0,20230101.0,203.92,0.0,0.0,1.0,12.0,1.0,22.0,
416.0,20240801.0,91.15,0.0,0.0,1.0,31.0,1.0,22.0,
416.0,20241101.0,91.46,0.0,0.0,1.0,34.0,1.0,22.0,
416.0,20220501.0,167.01,0.0,0.0,1.0,4.0,1.0,22.0,
416.0,20241001.0,162.39,0.0,0.0,1.0,33.0,1.0,22.0,
416.0,20240601.0,176.46,0.0,0.0,1.0,29.0,1.0,22.0,
416.0,20230201.0,174.57,0.0,0.0,1.0,13.0,1.0,22.0,
416.0,20240201.0,176.15,0.0,0.0,1.0,25.0,1.0,22.0,
416.0,20230101.0,195.01,0.0,0.0,1.0,12.0,1.0,22.0,
416.0,20240301.0,139.74,0.0,0.0,1.0,26.0,1.0,22.0,
416.0,20220401.0,145.12,0.0,0.0,1.0,3.0,1.0,22.0,
416.0,20220601.0,199.84,0.0,0.0,1.0,5.0,1.0,22.0,
416.0,20230801.0,102.34,0.0,0.0,1.0,19.0,1.0,22.0,
416.0,20240901.0,180.1,0.0,0.0,1.0,32.0,1.0,22.0,
416.0,20231201.0,163.37,0.0,0.0,1.0,23.0,1.0,22.0,
416.0,20221001.0,183.14,0.0,0.0,1.0,9.0,1.0,22.0,
416.0,20240101.0,182.79,0.0,0.0,1.0,24.0,1.0,22.0,
416.0,20230501.0,202.71,0.0,0.0,1.0,16.0,1.0,22.0,
416.0,20230901.0,185.79,0.0,0.0,1.0,20.0,1.0,22.0,
416.0,20240401.0,136.84,0.0,0.0,1.0,27.0,1.0,22.0,
416.0,20231101.0,185.69,0.0,0.0,1.0,22.0,1.0,22.0,
416.0,20230601.0,182.94,0.0,0.0,1.0,17.0,1.0,22.0,
416.0,20221201.0,148.02,0.0,0.0,1.0,11.0,1.0,22.0,
416.0,20220301.0,204.71,0.0,0.0,1.0,1.0,1.0,22.0,
416.0,20221101.0,204.21,0.0,0.0,1.0,10.0,1.0,22.0,
416.0,20220201.0,194.91,0.0,0.0,1.0,1.0,1.0,22.0,
416.0,20240101.0,198.62,0.0,0.0,1.0,24.0,1.0,22.0,
416.0,20240501.0,187.26,0.0,0.0,1.0,28.0,1.0,22.0,
416.0,20220101.0,195.17,0.0,0.0,1.0,0.0,1.0,22.0,
416.0,20220901.0,185.02,0.0,0.0,1.0,8.0,1.0,22.0,
161.0,20250101.0,198.0,0.0,0.0,1.0,36.0,2.0,16.0,
161.0,20250101.0,126.0,0.0,0.0,1.0,36.0,2.0,16.0,
161.0,20231001.0,189.0,0.0,0.0,1.0,21.0,2.0,16.0,
161.0,20220101.0,180.0,0.0,0.0,1.0,0.0,2.0,16.0,
161.0,20230401.0,133.5,0.0,0.0,1.0,15.0,2.0,16.0,
161.0,20230301.0,180.5,0.0,0.0,1.0,14.0,2.0,16.0,
161.0,20250501.0,189.0,0.0,0.0,1.0,40.0,2.0,16.0,
161.0,20230101.0,198.0,0.0,0.0,1.0,12.0,2.0,16.0,
161.0,20240801.0,162.0,0.0,0.0,1.0,31.0,2.0,16.0,
161.0,20241101.0,189.0,0.0,0.0,1.0,34.0,2.0,16.0,
161.0,20220501.0,189.0,0.0,0.0,1.0,4.0,2.0,16.0,
161.0,20241001.0,207.0,0.0,0.0,1.0,33.0,2.0,16.0,
161.0,20240601.0,144.0,0.0,0.0,1.0,29.0,2.0,16.0,
161.0,20250301.0,133.0,0.0,0.0,1.0,38.0,2.0,16.0,
161.0,20230201.0,180.0,0.0,0.0,1.0,13.0,2.0,16.0,
161.0,20240201.0,189.0,0.0,0.0,1.0,25.0,2.0,16.0,
161.0,20230101.0,153.0,0.0,0.0,1.0,12.0,2.0,16.0,
161.0,20240301.0,132.0,0.0,0.0,1.0,26.0,2.0,16.0,
161.0,20220401.0,139.0,0.0,0.0,1.0,3.0,2.0,16.0,
161.0,20220601.0,198.0,0.0,0.0,1.0,5.0,2.0,16.0,
161.0,20241201.0,184.5,0.0,0.0,1.0,35.0,2.0,16.0,
161.0,20230801.0,171.0,0.0,0.0,1.0,19.0,2.0,16.0,
161.0,20240901.0,189.0,0.0,0.0,1.0,32.0,2.0,16.0,
161.0,20231201.0,185.5,0.0,0.0,1.0,23.0,2.0,16.0,
161.0,20221001.0,189.0,0.0,0.0,1.0,9.0,2.0,16.0,
161.0,20240101.0,162.0,0.0,0.0,1.0,24.0,2.0,16.0,
161.0,20230501.0,198.0,0.0,0.0,1.0,16.0,2.0,16.0,
161.0,20250601.0,177.0,0.0,0.0,1.0,41.0,2.0,16.0,
161.0,20230901.0,175.5,0.0,0.0,1.0,20.0,2.0,16.0,
161.0,20240401.0,162.5,0.0,0.0,1.0,27.0,2.0,16.0,
161.0,20231101.0,198.0,0.0,0.0,1.0,22.0,2.0,16.0,
161.0,20250201.0,180.0,0.0,0.0,1.0,37.0,2.0,16.0,
161.0,20230601.0,169.0,0.0,0.0,1.0,17.0,2.0,16.0,
161.0,20250401.0,189.0,0.0,0.0,1.0,39.0,2.0,16.0,
161.0,20221201.0,193.0,0.0,0.0,1.0,11.0,2.0,16.0,
161.0,20220301.0,207.0,0.0,0.0,1.0,1.0,2.0,16.0,
161.0,20221101.0,198.0,0.0,0.0,1.0,10.0,2.0,16.0,
161.0,20220201.0,180.0,0.0,0.0,1.0,1.0,2.0,16.0,
161.0,20240101.0,198.0,0.0,0.0,1.0,24.0,2.0,16.0,
161.0,20240501.0,198.0,0.0,0.0,1.0,28.0,2.0,16.0,
161.0,20220101.0,189.0,0.0,0.0,1.0,0.0,2.0,16.0,
161.0,20220901.0,198.0,0.0,0.0,1.0,8.0,2.0,16.0,
162.0,20250101.0,198.0,0.0,0.0,1.0,36.0,5.0,22.0,
162.0,20250101.0,126.0,0.0,0.0,1.0,36.0,5.0,22.0,
162.0,20231001.0,183.43,0.0,0.0,1.0,21.0,5.0,22.0,
162.0,20220101.0,146.04,0.0,0.0,1.0,0.0,5.0,22.0,
162.0,20230401.0,113.08,0.0,0.0,1.0,15.0,5.0,22.0,
162.0,20230301.0,116.96,0.0,0.0,1.0,14.0,5.0,22.0,
162.0,20250501.0,153.08,0.0,0.0,1.0,40.0,5.0,22.0,
162.0,20230101.0,194.95,0.0,0.0,1.0,12.0,5.0,22.0,
162.0,20240801.0,151.03,0.0,0.0,1.0,31.0,5.0,22.0,
162.0,20241101.0,164.53,0.0,0.0,1.0,34.0,5.0,22.0,
162.0,20220501.0,0.0,0.0,0.0,1.0,4.0,5.0,22.0,
162.0,20241001.0,198.25,0.0,0.0,1.0,33.0,5.0,22.0,
162.0,20240601.0,162.4,0.0,0.0,1.0,29.0,5.0,22.0,
162.0,20250301.0,133.32,0.0,0.0,1.0,38.0,5.0,22.0,
162.0,20230201.0,164.36,0.0,0.0,1.0,13.0,5.0,22.0,
162.0,20240201.0,0.0,0.0,0.0,1.0,25.0,5.0,22.0,
162.0,20230101.0,46.08,0.0,0.0,1.0,12.0,5.0,22.0,
162.0,20240301.0,0.0,0.0,0.0,1.0,26.0,5.0,22.0,
162.0,20220401.0,13.6,0.0,0.0,1.0,3.0,5.0,22.0,
162.0,20220601.0,27.57,0.0,0.0,1.0,5.0,5.0,22.0,
162.0,20241201.0,164.67,0.0,0.0,1.0,35.0,5.0,22.0,
162.0,20230801.0,131.89,0.0,0.0,1.0,19.0,5.0,22.0,
162.0,20240901.0,189.0,0.0,0.0,1.0,32.0,5.0,22.0,
162.0,20231201.0,191.95,0.0,0.0,1.0,23.0,5.0,22.0,
162.0,20221001.0,175.36,0.0,0.0,1.0,9.0,5.0,22.0,
162.0,20240101.0,172.86,0.0,0.0,1.0,24.0,5.0,22.0,
162.0,20230501.0,188.32,0.0,0.0,1.0,16.0,5.0,22.0,
162.0,20250601.0,168.0,0.0,0.0,1.0,41.0,5.0,22.0,
162.0,20230901.0,183.05,0.0,0.0,1.0,20.0,5.0,22.0,
162.0,20240401.0,97.8,0.0,0.0,1.0,27.0,5.0,22.0,
162.0,20231101.0,181.71,0.0,0.0,1.0,22.0,5.0,22.0,
162.0,20250201.0,162.25,0.0,0.0,1.0,37.0,5.0,22.0,
162.0,20230601.0,167.29,0.0,0.0,1.0,17.0,5.0,22.0,
162.0,20250401.0,180.0,0.0,0.0,1.0,39.0,5.0,22.0,
162.0,20221201.0,137.32,0.0,0.0,1.0,11.0,5.0,22.0,
162.0,20220301.0,172.25,0.0,0.0,1.0,1.0,5.0,22.0,
162.0,20221101.0,172.68,0.0,0.0,1.0,10.0,5.0,22.0,
162.0,20220201.0,161.12,0.0,0.0,1.0,1.0,5.0,22.0,
162.0,20240101.0,153.62,0.0,0.0,1.0,24.0,5.0,22.0,
162.0,20240501.0,169.12,0.0,0.0,1.0,28.0,5.0,22.0,
162.0,20220101.0,182.74,0.0,0.0,1.0,0.0,5.0,22.0,
162.0,20220901.0,186.28,0.0,0.0,1.0,8.0,5.0,22.0,
163.0,20250101.0,134.87,0.0,0.0,1.0,36.0,2.0,22.0,
163.0,20250101.0,113.18,0.0,0.0,1.0,36.0,2.0,22.0,
163.0,20231001.0,180.0,0.0,0.0,1.0,21.0,2.0,22.0,
163.0,20220101.0,135.0,0.0,0.0,1.0,0.0,2.0,22.0,
163.0,20230401.0,56.0,0.0,0.0,1.0,15.0,2.0,22.0,
163.0,20230301.0,112.0,0.0,0.0,1.0,14.0,2.0,22.0,
163.0,20250501.0,190.51,0.0,0.0,1.0,40.0,2.0,22.0,
163.0,20230101.0,198.0,0.0,0.0,1.0,12.0,2.0,22.0,
163.0,20240801.0,175.67,0.0,0.0,1.0,31.0,2.0,22.0,
163.0,20241101.0,170.9,0.0,0.0,1.0,34.0,2.0,22.0,
163.0,20220501.0,180.0,0.0,0.0,1.0,4.0,2.0,22.0,
163.0,20241001.0,164.47,0.0,0.0,1.0,33.0,2.0,22.0,
163.0,20240601.0,143.45,0.0,0.0,1.0,29.0,2.0,22.0,
163.0,20250301.0,130.13,0.0,0.0,1.0,38.0,2.0,22.0,
163.0,20230201.0,180.0,0.0,0.0,1.0,13.0,2.0,22.0,
163.0,20240201.0,189.0,0.0,0.0,1.0,25.0,2.0,22.0,
163.0,20230101.0,162.0,0.0,0.0,1.0,12.0,2.0,22.0,
163.0,20240301.0,138.08,0.0,0.0,1.0,26.0,2.0,22.0,
163.0,20220401.0,149.0,0.0,0.0,1.0,3.0,2.0,22.0,
163.0,20220601.0,198.0,0.0,0.0,1.0,5.0,2.0,22.0,
163.0,20241201.0,167.42,0.0,0.0,1.0,35.0,2.0,22.0,
163.0,20230801.0,207.0,0.0,0.0,1.0,19.0,2.0,22.0,
163.0,20240901.0,152.31,0.0,0.0,1.0,32.0,2.0,22.0,
163.0,20231201.0,185.5,0.0,0.0,1.0,23.0,2.0,22.0,
163.0,20221001.0,189.0,0.0,0.0,1.0,9.0,2.0,22.0,
163.0,20240101.0,193.03,0.0,0.0,1.0,24.0,2.0,22.0,
163.0,20230501.0,99.0,0.0,0.0,1.0,16.0,2.0,22.0,
163.0,20250601.0,127.69,0.0,0.0,1.0,41.0,2.0,22.0,
163.0,20230901.0,126.0,0.0,0.0,1.0,20.0,2.0,22.0,
163.0,20240401.0,144.89,0.0,0.0,1.0,27.0,2.0,22.0,
163.0,20231101.0,189.0,0.0,0.0,1.0,22.0,2.0,22.0,
163.0,20250201.0,145.53,0.0,0.0,1.0,37.0,2.0,22.0,
163.0,20230601.0,54.0,0.0,0.0,1.0,17.0,2.0,22.0,
163.0,20250401.0,176.18,0.0,0.0,1.0,39.0,2.0,22.0,
163.0,20221201.0,193.0,0.0,0.0,1.0,11.0,2.0,22.0,
163.0,20220301.0,207.0,0.0,0.0,1.0,1.0,2.0,22.0,
163.0,20221101.0,198.0,0.0,0.0,1.0,10.0,2.0,22.0,
163.0,20220201.0,180.0,0.0,0.0,1.0,1.0,2.0,22.0,
163.0,20240101.0,198.0,0.0,0.0,1.0,24.0,2.0,22.0,
163.0,20240501.0,209.14,0.0,0.0,1.0,28.0,2.0,22.0,
163.0,20220101.0,189.0,0.0,0.0,1.0,0.0,2.0,22.0,
163.0,20220901.0,198.0,0.0,0.0,1.0,8.0,2.0,22.0,
577.0,20220501.0,0.0,0.0,0.0,1.0,4.0,3.0,14.0,
577.0,20220401.0,30.0,0.0,0.0,1.0,3.0,3.0,14.0,
577.0,20220301.0,207.0,0.0,0.0,1.0,1.0,3.0,14.0,
577.0,20220201.0,180.0,0.0,0.0,1.0,1.0,3.0,14.0,
577.0,20220101.0,180.0,0.0,0.0,1.0,0.0,3.0,14.0,
164.0,20250101.0,115.08,0.0,0.0,1.0,36.0,2.0,22.0,
164.0,20250101.0,27.43,0.0,0.0,1.0,36.0,2.0,22.0,
164.0,20231001.0,183.62,0.0,0.0,1.0,21.0,2.0,22.0,
164.0,20220101.0,103.82,0.0,0.0,1.0,0.0,2.0,22.0,
164.0,20230401.0,123.95,0.0,0.0,1.0,15.0,2.0,22.0,
164.0,20230301.0,151.48,0.0,0.0,1.0,14.0,2.0,22.0,
164.0,20250501.0,45.09,0.0,0.0,1.0,40.0,2.0,22.0,
164.0,20230101.0,191.22,0.0,0.0,1.0,12.0,2.0,22.0,
164.0,20240801.0,98.6,0.0,0.0,1.0,31.0,2.0,22.0,
164.0,20241101.0,53.18,0.0,0.0,1.0,34.0,2.0,22.0,
164.0,20220501.0,164.29,0.0,0.0,1.0,4.0,2.0,22.0,
164.0,20241001.0,53.17,0.0,0.0,1.0,33.0,2.0,22.0,
164.0,20240601.0,88.33,0.0,0.0,1.0,29.0,2.0,22.0,
164.0,20250301.0,81.14,0.0,0.0,1.0,38.0,2.0,22.0,
164.0,20230201.0,174.93,0.0,0.0,1.0,13.0,2.0,22.0,
164.0,20240201.0,174.73,0.0,0.0,1.0,25.0,2.0,22.0,
164.0,20230101.0,140.76,0.0,0.0,1.0,12.0,2.0,22.0,
164.0,20240301.0,94.41,0.0,0.0,1.0,26.0,2.0,22.0,
164.0,20220401.0,126.16,0.0,0.0,1.0,3.0,2.0,22.0,
164.0,20220601.0,171.47,0.0,0.0,1.0,5.0,2.0,22.0,
164.0,20241201.0,163.78,0.0,0.0,1.0,35.0,2.0,22.0,
164.0,20230801.0,52.06,0.0,0.0,1.0,19.0,2.0,22.0,
164.0,20240901.0,57.9,0.0,0.0,1.0,32.0,2.0,22.0,
164.0,20231201.0,191.32,0.0,0.0,1.0,23.0,2.0,22.0,
164.0,20221001.0,132.29,0.0,0.0,1.0,9.0,2.0,22.0,
164.0,20240101.0,115.48,0.0,0.0,1.0,24.0,2.0,22.0,
164.0,20230501.0,160.52,0.0,0.0,1.0,16.0,2.0,22.0,
164.0,20250601.0,34.0,0.0,0.0,1.0,41.0,2.0,22.0,
164.0,20230901.0,155.82,0.0,0.0,1.0,20.0,2.0,22.0,
164.0,20240401.0,138.34,0.0,0.0,1.0,27.0,2.0,22.0,
164.0,20231101.0,176.03,0.0,0.0,1.0,22.0,2.0,22.0,
164.0,20250201.0,116.83,0.0,0.0,1.0,37.0,2.0,22.0,
164.0,20230601.0,105.8,0.0,0.0,1.0,17.0,2.0,22.0,
164.0,20250401.0,99.88,0.0,0.0,1.0,39.0,2.0,22.0,
164.0,20221201.0,164.28,0.0,0.0,1.0,11.0,2.0,22.0,
164.0,20220301.0,195.48,0.0,0.0,1.0,1.0,2.0,22.0,
164.0,20221101.0,175.13,0.0,0.0,1.0,10.0,2.0,22.0,
164.0,20220201.0,180.53,0.0,0.0,1.0,1.0,2.0,22.0,
164.0,20240101.0,195.58,0.0,0.0,1.0,24.0,2.0,22.0,
164.0,20240501.0,140.83,0.0,0.0,1.0,28.0,2.0,22.0,
164.0,20220101.0,143.78,0.0,0.0,1.0,0.0,2.0,22.0,
164.0,20220901.0,181.5,0.0,0.0,1.0,8.0,2.0,22.0,
493.0,20220101.0,174.04,0.0,0.0,1.0,0.0,1.0,22.0,
493.0,20230101.0,0.0,0.0,0.0,1.0,12.0,1.0,22.0,
493.0,20220501.0,215.9,0.0,0.0,1.0,4.0,1.0,22.0,
493.0,20220401.0,155.59,0.0,0.0,1.0,3.0,1.0,22.0,
493.0,20220601.0,195.63,0.0,0.0,1.0,5.0,1.0,22.0,
493.0,20221001.0,183.51,0.0,0.0,1.0,9.0,1.0,22.0,
493.0,20221201.0,152.85,0.0,0.0,1.0,11.0,1.0,22.0,
493.0,20220301.0,216.24,0.0,0.0,1.0,1.0,1.0,22.0,
493.0,20221101.0,198.63,0.0,0.0,1.0,10.0,1.0,22.0,
493.0,20220201.0,198.0,0.0,0.0,1.0,1.0,1.0,22.0,
493.0,20220101.0,205.21,0.0,0.0,1.0,0.0,1.0,22.0,
493.0,20220901.0,220.6,0.0,0.0,1.0,8.0,1.0,22.0,
165.0,20250101.0,198.0,0.0,0.0,1.0,36.0,2.0,5.0,
165.0,20250101.0,126.0,0.0,0.0,1.0,36.0,2.0,5.0,
165.0,20231001.0,189.0,0.0,0.0,1.0,21.0,2.0,5.0,
165.0,20220101.0,99.0,0.0,0.0,1.0,0.0,2.0,5.0,
165.0,20230401.0,129.5,0.0,0.0,1.0,15.0,2.0,5.0,
165.0,20230301.0,165.0,0.0,0.0,1.0,14.0,2.0,5.0,
165.0,20250501.0,153.0,0.0,0.0,1.0,40.0,2.0,5.0,
165.0,20230101.0,198.0,0.0,0.0,1.0,12.0,2.0,5.0,
165.0,20240801.0,198.0,0.0,0.0,1.0,31.0,2.0,5.0,
165.0,20241101.0,189.0,0.0,0.0,1.0,34.0,2.0,5.0,
165.0,20220501.0,180.0,0.0,0.0,1.0,4.0,2.0,5.0,
165.0,20241001.0,207.0,0.0,0.0,1.0,33.0,2.0,5.0,
165.0,20240601.0,171.0,0.0,0.0,1.0,29.0,2.0,5.0,
165.0,20250301.0,133.0,0.0,0.0,1.0,38.0,2.0,5.0,
165.0,20230201.0,157.5,0.0,0.0,1.0,13.0,2.0,5.0,
165.0,20240201.0,171.0,0.0,0.0,1.0,25.0,2.0,5.0,
165.0,20230101.0,126.0,0.0,0.0,1.0,12.0,2.0,5.0,
165.0,20240301.0,145.0,0.0,0.0,1.0,26.0,2.0,5.0,
165.0,20220401.0,132.5,0.0,0.0,1.0,3.0,2.0,5.0,
165.0,20220601.0,198.0,0.0,0.0,1.0,5.0,2.0,5.0,
165.0,20241201.0,157.5,0.0,0.0,1.0,35.0,2.0,5.0,
165.0,20230801.0,207.0,0.0,0.0,1.0,19.0,2.0,5.0,
